,TRSQ,frog_names
10779,T1N R8E 334,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10780,T1S R8E 9 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10781,T1S R8E 261,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10782,T1S R8E 352,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10783,T1N R9E 174,"American Toad, Chorus Frog, Gray Tree Frog, Spring Peeper, Wood Frog"
10784,T2S R8E 221,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10785,T1S R9E 1 4,"American Toad, Gray Tree Frog, Green Frog, Spring Peeper"
10786,T3N R11E294,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10787,T1S R8E 133,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10788,T1S R8E 243,"American Toad, Gray Tree Frog"
10789,T2S R7E 112,"Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10790,T2N R9E 121,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10791,T1S R7E 363,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10792,T2S R8E 133,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10793,T2S R8E 251,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10794,T2S R8E 254,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10795,T2S R8E 244,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10796,T2S R8E 252,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10797,T2S R8E 302,"American Toad, Gray Tree Frog"
10798,T2S R8E 274,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10799,T2S R8E 214,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10800,T2S R8E 272,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10801,T2S R8E 223,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10802,T1S R8E 173,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10803,T1S R8E 6 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10804,T1N R8E 213,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10805,T1N R8E 274,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10806,T1N R8E 291,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10807,T1N R8E 294,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10808,T1N R8E 332,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10809,T1N R8E 131,"Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10810,T1N R8E 132,"Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10811,T1S R7E 154,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10812,T1S R7E 162,"American Toad, Bull Frog, Chorus Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10813,T1S R8E 7 1,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10814,T1N R8E 3 2,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10815,T1N R8E 4 1,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10816,T1N R8E 4 4,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10817,T1N R8E 101,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10818,T1N R8E 102,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10819,T1N R8E 141,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10820,T1N R8E 164,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10821,T1N R8E 213,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10822,T1N R8E 242,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
10823,T1N R8E 253,"American Toad, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10824,T1N R8E 254,"American Toad, Bull Frog, Chorus Frog, Green Frog, Spring Peeper, Wood Frog"
10825,T1N R8E 272,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10826,T1N R8E 274,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10827,T1N R8E 281,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10828,T1N R8E 282,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10829,T1N R8E 283,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10830,T1N R8E 284,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10831,T1N R8E 332,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10832,T1N R8E 334,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10833,T1S R7E 111,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10834,T1S R7E 113,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10835,T1S R7E 141,"American Toad, Chorus Frog, Green Frog, Spring Peeper, Wood Frog"
10836,T1S R7E 142,"American Toad, Chorus Frog, Green Frog, Spring Peeper, Wood Frog"
10837,T1S R7E 151,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10838,T1S R7E 154,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10839,T1S R7E 234,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10840,T1S R7E 362,"Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10841,T1S R7E 363,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10842,T1N R8E 331,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10843,T1N R8E 352,"American Toad, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10844,T1N R9E 184,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog"
10845,T1S R7E 121,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10846,T1S R7E 122,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10847,T1S R8E 2 3,"American Toad, Green Frog"
10848,T1S R8E 2 4,"American Toad, Green Frog"
10849,T2S R8E 222,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10850,T1S R8E 8 1,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10851,T1S R8E 8 2,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10852,T1S R8E 8 3,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10853,T1S R8E 8 4,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
10854,T1S R7E 124,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10855,T1S R8E 102,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10856,T1S R8E 142,"American Toad, Chorus Frog, Green Frog, Spring Peeper, Wood Frog"
10857,T1S R8E 291,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10858,T1S R8E 293,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10859,T1S R8E 301,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10860,T1S R8E 302,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10861,T1S R8E 304,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10862,T1S R7E 153,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10863,T2S R7E 161,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10864,T2S R7E 162,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10865,T2S R7E 163,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10866,T2S R7E 164,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10867,T1S R7E 211,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10868,T2S R7E 271,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10869,T2S R8E 4 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10870,T2S R8E 6 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10871,T2S R8E 221,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10872,T3S R8E 152,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10873,T3S R9E 7 3,"Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10874,T1N R8E 331,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10875,T1N R8E 334,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10876,T1N R8E 101,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10877,T2N R10E221,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10878,T2N R10E291,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10879,T1N R10E292,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10880,T2N R8E 354,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10881,T2N R10E111,"American Toad, Green Frog, Spring Peeper"
10882,T2N R10E121,"American Toad, Green Frog, Leopard Frog"
10883,T1S R7E 121,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10884,T1S R7E 123,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
10885,T1S R8E 4 1,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10886,T1S R8E 9 2,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10887,T1S R8E 102,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10888,T1S R8E 301,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10889,T1S R8E 312,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10890,T1S R9E 324,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog"
10891,T2S R9E 8 2,"Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
10892,T1S R8E 302,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10893,T1S R8E 304,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10894,T2S R8E 4 1,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
10895,T2S R8E 4 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10896,T2S R8E 234,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10897,T2S R9E 8 3,"American Toad, Chorus Frog, Green Frog, Spring Peeper"
10898,T2S R8E 6 1,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10899,T2S R10E104,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog"
10900,T1N R8E 3 2,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10901,T1N R10E2 2,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10902,T2N R10E192,Green Frog
10903,T1N R10E291,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Wood Frog"
10904,T1N R10E292,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10905,T1N R10E301,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
10906,T2N R8E 352,Green Frog
10907,T2N R8E 363,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10908,T2N R9E 362,"American Toad, Bull Frog, Chorus Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10909,T2N R9E 364,"American Toad, Gray Tree Frog, Green Frog, Spring Peeper"
10910,T1N R9E 311,"American Toad, Chorus Frog, Green Frog, Spring Peeper, Wood Frog"
10911,T2N R9E 121,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10912,T2N R10E1 2,"Chorus Frog, Green Frog"
10913,T2N R10E7 4,"American Toad, Bull Frog, Green Frog, Leopard Frog, Spring Peeper"
10914,T2N R10E8 4,"American Toad, Bull Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10915,T2N R10E9 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
10916,T2N R10E242,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10917,T2N R10E243,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10918,T2N R11E5 1,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10919,T2N R11E5 2,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10920,T2N R11E5 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10921,T2N R11E6 2,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10922,T3N R11E311,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10923,T1S R7E 114,"American Toad, Chorus Frog, Green Frog, Spring Peeper"
10924,T1S R7E 141,"American Toad, Chorus Frog, Green Frog, Spring Peeper, Wood Frog"
10925,T1S R7E 154,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10926,T1S R7E 204,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10927,T2S R7E 232,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10928,T1S R7E 233,"American Toad, Chorus Frog, Green Frog, Spring Peeper, Wood Frog"
10929,T1S R7E 232,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10930,T1S R7E 242,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10931,T1S R7E 252,"American Toad, Chorus Frog, Green Frog, Spring Peeper, Wood Frog"
10932,T1S R8E 4 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10933,T1S R8E 5 2,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10934,T1S R8E 5 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10935,T1S R8E 5 4,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10936,T1S R8E 6 4,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10937,T1S R8E 9 1,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10938,T1S R8E 9 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10939,T1S R8E 301,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10940,T1S R8E 302,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10941,T1S R8E 304,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10942,T1S R8E 312,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10943,T1S R8E 313,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10944,T1S R8E 314,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10945,T1S R9E 121,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10946,T1S R9E 333,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Wood Frog"
10947,T1S R9E 334,"American Toad, Bull Frog, Chorus Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10948,T2S R7E 111,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10949,T2S R8E 2 2,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog"
10950,T2S R8E 4 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10951,T2S R8E 141,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog"
10952,T2S R8E 153,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog"
10953,T2S R8E 171,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10954,T2S R8E 174,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10955,T2S R8E 282,"American Toad, Green Frog"
10956,T2S R8E 303,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
10957,T2S R9E 3 3,"American Toad, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10958,T2S R10E104,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog"
10959,T2S R10E152,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10960,T2S R9E 252,"American Toad, Bull Frog, Chorus Frog, Green Frog, Leopard Frog, Spring Peeper"
10961,T2S R10E3 3,"American Toad, Bull Frog, Chorus Frog, Green Frog"
10962,T3S R8E 5 2,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog"
10963,T1N R8E 4 4,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10964,T1N R9E 121,"American Toad, Bull Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
10965,T1N R9E 122,"American Toad, Chorus Frog, Green Frog, Spring Peeper, Wood Frog"
10966,T2N R9E 324,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10967,T2N R9E 362,"American Toad, Bull Frog, Chorus Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10968,T1N R9E 123,"American Toad, Chorus Frog, Green Frog, Spring Peeper"
10969,T1N R9E 133,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10970,T1N R10E2 2,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10971,T1N R10E291,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Wood Frog"
10972,T1N R10E292,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10973,T1N R10E313,"American Toad, Chorus Frog, Green Frog"
10974,T2N R8E 354,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10975,T1N R8E 2 4,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10976,T1N R8E 3 2,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10977,T1N R10E5 1,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10978,T1N R10E5 2,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10979,T1N R10E232,"American Toad, Bull Frog, Chorus Frog, Green Frog"
10980,T2N R9E 121,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10981,T2N R9E 222,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
10982,T2N R9E 241,"American Toad, Green Frog, Leopard Frog, Spring Peeper"
10983,T2N R10E1 4,"American Toad, Green Frog"
10984,T2N R10E4 3,"American Toad, Green Frog, Spring Peeper"
10985,T2N R10E4 4,"American Toad, Green Frog, Spring Peeper"
10986,T2N R10E7 1,"American Toad, Bull Frog, Gray Tree Frog, Green Frog"
10987,T2N R10E8 4,"American Toad, Bull Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10988,T2N R10E242,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10989,T2N R10E243,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10990,T2N R11E5 1,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
10991,T1S R7E 1 4,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10992,T1S R7E 242,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10993,T1S R8E 2 1,"American Toad, Gray Tree Frog, Green Frog"
10994,T1S R8E 5 2,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10995,T1S R8E 5 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10996,T1S R8E 5 4,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10997,T1S R8E 6 2,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10998,T1S R8E 7 1,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
10999,T1S R8E 9 1,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
11000,T1S R8E 103,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
11001,T1S R8E 292,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
11002,T1S R8E 301,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
11003,T1S R8E 302,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
11004,T1S R8E 313,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
11005,T1S R9E 5 2,"American Toad, Chorus Frog, Green Frog, Wood Frog"
11006,T1S R9E 123,"American Toad, Chorus Frog, Green Frog"
11007,T1N R10E183,Green Frog
11008,T1S R9E 183,"Gray Tree Frog, Green Frog, Spring Peeper"
11009,T2S R7E 143,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
11010,T2S R7E 222,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
11011,T2S R7E 231,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
11012,T2S R8E 2 2,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog"
11013,T2S R8E 4 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
11014,T2S R8E 142,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
11015,T2S R8E 174,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
11016,T2S R8E 214,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
