,FIELDID,Latitude,Longitude,Date and Time,Common Name,Quantity,Year,Month,Day,Category,Species per Year
13891,Up1,42.47526,-83.3854501,2021-06-10,Bluegill,1,2021,6,10,Sunfish,11
13892,Up1,42.47526,-83.3854501,2021-06-10,Rainbow Darter,10,2021,6,10,Intolerant,11
13893,Up1,42.47526,-83.3854501,2021-06-10,Rainbow Darter,10,2021,6,10,Insectivores,11
13894,Up1,42.47526,-83.3854501,2021-06-10,Rainbow Darter,10,2021,6,10,Lithophilic,11
13895,Up1,42.47526,-83.3854501,2021-06-10,Rainbow Darter,10,2021,6,10,Darter,11
13896,Up1,42.47526,-83.3854501,2021-06-10,Johnny Darter,8,2021,6,10,Insectivores,11
13897,Up1,42.47526,-83.3854501,2021-06-10,Johnny Darter,8,2021,6,10,Tolerant,11
13898,Up1,42.47526,-83.3854501,2021-06-10,Johnny Darter,8,2021,6,10,Darter,11
13899,John1,42.3897,-83.58194,2022-06-06,Central Stoneroller,1,2022,6,6,,14
13900,John1,42.3897,-83.58194,2022-06-06,Northern Redbelly Dace,3,2022,6,6,,14
13901,John1,42.3897,-83.58194,2022-06-06,Fathead Minnow,4,2022,6,6,Omnivores,14
13902,John1,42.3897,-83.58194,2022-06-06,Fathead Minnow,4,2022,6,6,Tolerant,14
13903,John1,42.3897,-83.58194,2022-06-06,Blacknose Dace,1,2022,6,6,Omnivores,14
13904,John1,42.3897,-83.58194,2022-06-06,Blacknose Dace,1,2022,6,6,Tolerant,14
13905,John1,42.3897,-83.58194,2022-06-06,Blacknose Dace,1,2022,6,6,Lithophilic,14
13906,John1,42.3897,-83.58194,2022-06-06,Creek Chub,4,2022,6,6,Omnivores,14
13907,John1,42.3897,-83.58194,2022-06-06,Creek Chub,4,2022,6,6,Tolerant,14
13908,John1,42.3897,-83.58194,2022-06-06,Central Mudminnow,16,2022,6,6,Omnivores,14
13909,John1,42.3897,-83.58194,2022-06-06,Central Mudminnow,16,2022,6,6,Tolerant,14
13910,John1,42.3897,-83.58194,2022-06-06,Mottled Sculpin,9,2022,6,6,Intolerant,14
13911,John1,42.3897,-83.58194,2022-06-06,Mottled Sculpin,9,2022,6,6,Insectivores,14
13912,John1,42.3897,-83.58194,2022-06-06,Brook Stickleback,2,2022,6,6,Insectivores,14
13913,John1,42.3897,-83.58194,2022-06-06,Largemouth Bass,1,2022,6,6,Piscivores,14
13914,John1,42.3897,-83.58194,2022-06-06,Largemouth Bass,1,2022,6,6,Sunfish,14
13915,John1,42.3897,-83.58194,2022-06-06,Rainbow Darter,78,2022,6,6,Intolerant,14
13916,John1,42.3897,-83.58194,2022-06-06,Rainbow Darter,78,2022,6,6,Insectivores,14
13917,John1,42.3897,-83.58194,2022-06-06,Rainbow Darter,78,2022,6,6,Lithophilic,14
13918,John1,42.3897,-83.58194,2022-06-06,Rainbow Darter,78,2022,6,6,Darter,14
13919,John2,42.3938201,-83.5342002,2022-06-06,Fathead Minnow,3,2022,6,6,Omnivores,10
13920,John2,42.3938201,-83.5342002,2022-06-06,Fathead Minnow,3,2022,6,6,Tolerant,10
13921,John2,42.3938201,-83.5342002,2022-06-06,Bluntnose Minnow,1,2022,6,6,Omnivores,10
13922,John2,42.3938201,-83.5342002,2022-06-06,Bluntnose Minnow,1,2022,6,6,Tolerant,10
13923,John2,42.3938201,-83.5342002,2022-06-06,Creek Chub,23,2022,6,6,Omnivores,10
13924,John2,42.3938201,-83.5342002,2022-06-06,Creek Chub,23,2022,6,6,Tolerant,10
13925,John2,42.3938201,-83.5342002,2022-06-06,White Sucker,5,2022,6,6,Omnivores,10
13926,John2,42.3938201,-83.5342002,2022-06-06,White Sucker,5,2022,6,6,Tolerant,10
13927,John2,42.3938201,-83.5342002,2022-06-06,White Sucker,5,2022,6,6,Lithophilic,10
13928,John2,42.3938201,-83.5342002,2022-06-06,White Sucker,5,2022,6,6,Sucker,10
13929,John2,42.3938201,-83.5342002,2022-06-06,Brook Stickleback,41,2022,6,6,Insectivores,10
13930,John2,42.3938201,-83.5342002,2022-06-06,Green Sunfish,2,2022,6,6,Insectivores,10
13931,John2,42.3938201,-83.5342002,2022-06-06,Green Sunfish,2,2022,6,6,Tolerant,10
13932,John2,42.3938201,-83.5342002,2022-06-06,Green Sunfish,2,2022,6,6,Sunfish,10
13933,John2,42.3938201,-83.5342002,2022-06-06,Pumpkinseed,1,2022,6,6,Insectivores,10
13934,John2,42.3938201,-83.5342002,2022-06-06,Pumpkinseed,1,2022,6,6,Sunfish,10
13935,John2,42.3938201,-83.5342002,2022-06-06,Bluegill,5,2022,6,6,Insectivores,10
13936,John2,42.3938201,-83.5342002,2022-06-06,Bluegill,5,2022,6,6,Sunfish,10
13937,John2,42.3938201,-83.5342002,2022-06-06,Rainbow Darter,2,2022,6,6,Intolerant,10
13938,John2,42.3938201,-83.5342002,2022-06-06,Rainbow Darter,2,2022,6,6,Insectivores,10
13939,John2,42.3938201,-83.5342002,2022-06-06,Rainbow Darter,2,2022,6,6,Lithophilic,10
13940,John2,42.3938201,-83.5342002,2022-06-06,Rainbow Darter,2,2022,6,6,Darter,10
13941,John2,42.3938201,-83.5342002,2022-06-06,Johnny Darter,4,2022,6,6,Insectivores,10
13942,John2,42.3938201,-83.5342002,2022-06-06,Johnny Darter,4,2022,6,6,Tolerant,10
13943,John2,42.3938201,-83.5342002,2022-06-06,Johnny Darter,4,2022,6,6,Darter,10
13944,MR-4,42.36445,-83.40406,2022-06-06,Spotfin Shiner,7,2022,6,6,Insectivores,10
13945,MR-4,42.36445,-83.40406,2022-06-06,Rock Bass,2,2022,6,6,Intolerant,10
13946,MR-4,42.36445,-83.40406,2022-06-06,Rock Bass,2,2022,6,6,Piscivores,10
13947,MR-4,42.36445,-83.40406,2022-06-06,Rock Bass,2,2022,6,6,Sunfish,10
13948,MR-4,42.36445,-83.40406,2022-06-06,Bluegill,3,2022,6,6,Insectivores,10
13949,MR-4,42.36445,-83.40406,2022-06-06,Bluegill,3,2022,6,6,Sunfish,10
13950,MR-4,42.36445,-83.40406,2022-06-06,Smallmouth Bass,3,2022,6,6,Intolerant,10
13951,MR-4,42.36445,-83.40406,2022-06-06,Smallmouth Bass,3,2022,6,6,Piscivores,10
13952,MR-4,42.36445,-83.40406,2022-06-06,Smallmouth Bass,3,2022,6,6,Sunfish,10
13953,MR-4,42.36445,-83.40406,2022-06-06,Largemouth Bass,1,2022,6,6,Piscivores,10
13954,MR-4,42.36445,-83.40406,2022-06-06,Largemouth Bass,1,2022,6,6,Sunfish,10
13955,MR-4,42.36445,-83.40406,2022-06-06,Round Goby,7,2022,6,6,Insectivores,10
13956,Min2,42.493065,-83.37734,2022-06-16,Central Stoneroller,4,2022,6,16,,10
13957,Min2,42.493065,-83.37734,2022-06-16,Common Shiner,4,2022,6,16,Insectivores,10
13958,Min2,42.493065,-83.37734,2022-06-16,Common Shiner,4,2022,6,16,Lithophilic,10
13959,Min2,42.493065,-83.37734,2022-06-16,Bluntnose Minnow,1,2022,6,16,Omnivores,10
13960,Min2,42.493065,-83.37734,2022-06-16,Bluntnose Minnow,1,2022,6,16,Tolerant,10
13961,Min2,42.493065,-83.37734,2022-06-16,Blacknose Dace,2,2022,6,16,Omnivores,10
13962,Min2,42.493065,-83.37734,2022-06-16,Blacknose Dace,2,2022,6,16,Tolerant,10
13963,Min2,42.493065,-83.37734,2022-06-16,Blacknose Dace,2,2022,6,16,Lithophilic,10
13964,Min2,42.493065,-83.37734,2022-06-16,Creek Chub,13,2022,6,16,Omnivores,10
13965,Min2,42.493065,-83.37734,2022-06-16,Creek Chub,13,2022,6,16,Tolerant,10
13966,Min2,42.493065,-83.37734,2022-06-16,White Sucker,8,2022,6,16,Omnivores,10
13967,Min2,42.493065,-83.37734,2022-06-16,White Sucker,8,2022,6,16,Tolerant,10
13968,Min2,42.493065,-83.37734,2022-06-16,White Sucker,8,2022,6,16,Lithophilic,10
13969,Min2,42.493065,-83.37734,2022-06-16,White Sucker,8,2022,6,16,Sucker,10
13970,Min2,42.493065,-83.37734,2022-06-16,Mottled Sculpin,25,2022,6,16,Intolerant,10
13971,Min2,42.493065,-83.37734,2022-06-16,Mottled Sculpin,25,2022,6,16,Insectivores,10
13972,Min2,42.493065,-83.37734,2022-06-16,Pumpkinseed,13,2022,6,16,Insectivores,10
13973,Min2,42.493065,-83.37734,2022-06-16,Pumpkinseed,13,2022,6,16,Sunfish,10
13974,Min2,42.493065,-83.37734,2022-06-16,Bluegill,9,2022,6,16,Insectivores,10
13975,Min2,42.493065,-83.37734,2022-06-16,Bluegill,9,2022,6,16,Sunfish,10
13976,Min2,42.493065,-83.37734,2022-06-16,Johnny Darter,8,2022,6,16,Insectivores,10
13977,Min2,42.493065,-83.37734,2022-06-16,Johnny Darter,8,2022,6,16,Tolerant,10
13978,Min2,42.493065,-83.37734,2022-06-16,Johnny Darter,8,2022,6,16,Darter,10
13979,Up1,42.47526,-83.3854501,2022-06-16,American Brook Lamprey,1,2022,6,16,Intolerant,13
13980,Up1,42.47526,-83.3854501,2022-06-16,Central Stoneroller,1,2022,6,16,,13
13981,Up1,42.47526,-83.3854501,2022-06-16,Common Shiner,14,2022,6,16,Insectivores,13
13982,Up1,42.47526,-83.3854501,2022-06-16,Common Shiner,14,2022,6,16,Lithophilic,13
13983,Up1,42.47526,-83.3854501,2022-06-16,Blacknose Dace,9,2022,6,16,Omnivores,13
13984,Up1,42.47526,-83.3854501,2022-06-16,Blacknose Dace,9,2022,6,16,Tolerant,13
13985,Up1,42.47526,-83.3854501,2022-06-16,Blacknose Dace,9,2022,6,16,Lithophilic,13
13986,Up1,42.47526,-83.3854501,2022-06-16,Creek Chub,17,2022,6,16,Omnivores,13
13987,Up1,42.47526,-83.3854501,2022-06-16,Creek Chub,17,2022,6,16,Tolerant,13
13988,Up1,42.47526,-83.3854501,2022-06-16,White Sucker,11,2022,6,16,Omnivores,13
13989,Up1,42.47526,-83.3854501,2022-06-16,White Sucker,11,2022,6,16,Tolerant,13
13990,Up1,42.47526,-83.3854501,2022-06-16,White Sucker,11,2022,6,16,Lithophilic,13
13991,Up1,42.47526,-83.3854501,2022-06-16,White Sucker,11,2022,6,16,Sucker,13
13992,Up1,42.47526,-83.3854501,2022-06-16,Northern Hog Sucker,23,2022,6,16,Intolerant,13
13993,Up1,42.47526,-83.3854501,2022-06-16,Northern Hog Sucker,23,2022,6,16,Insectivores,13
13994,Up1,42.47526,-83.3854501,2022-06-16,Northern Hog Sucker,23,2022,6,16,Lithophilic,13
13995,Up1,42.47526,-83.3854501,2022-06-16,Northern Hog Sucker,23,2022,6,16,Sucker,13
13996,Up1,42.47526,-83.3854501,2022-06-16,Mottled Sculpin,7,2022,6,16,Intolerant,13
13997,Up1,42.47526,-83.3854501,2022-06-16,Mottled Sculpin,7,2022,6,16,Insectivores,13
13998,Up1,42.47526,-83.3854501,2022-06-16,Green Sunfish,4,2022,6,16,Insectivores,13
13999,Up1,42.47526,-83.3854501,2022-06-16,Green Sunfish,4,2022,6,16,Tolerant,13
14000,Up1,42.47526,-83.3854501,2022-06-16,Green Sunfish,4,2022,6,16,Sunfish,13
14001,Up1,42.47526,-83.3854501,2022-06-16,Pumpkinseed,1,2022,6,16,Insectivores,13
14002,Up1,42.47526,-83.3854501,2022-06-16,Pumpkinseed,1,2022,6,16,Sunfish,13
14003,Up1,42.47526,-83.3854501,2022-06-16,Bluegill,1,2022,6,16,Insectivores,13
14004,Up1,42.47526,-83.3854501,2022-06-16,Bluegill,1,2022,6,16,Sunfish,13
14005,Up1,42.47526,-83.3854501,2022-06-16,Rainbow Darter,3,2022,6,16,Intolerant,13
14006,Up1,42.47526,-83.3854501,2022-06-16,Rainbow Darter,3,2022,6,16,Insectivores,13
14007,Up1,42.47526,-83.3854501,2022-06-16,Rainbow Darter,3,2022,6,16,Lithophilic,13
14008,Up1,42.47526,-83.3854501,2022-06-16,Rainbow Darter,3,2022,6,16,Darter,13
14009,Up1,42.47526,-83.3854501,2022-06-16,Johnny Darter,3,2022,6,16,Insectivores,13
14010,Up1,42.47526,-83.3854501,2022-06-16,Johnny Darter,3,2022,6,16,Tolerant,13
14011,Up1,42.47526,-83.3854501,2022-06-16,Johnny Darter,3,2022,6,16,Darter,13
14012,See3,42.51073,-83.4304,2022-06-15,Central Stoneroller,4,2022,6,15,,14
14013,See3,42.51073,-83.4304,2022-06-15,Common Shiner,21,2022,6,15,Insectivores,14
14014,See3,42.51073,-83.4304,2022-06-15,Common Shiner,21,2022,6,15,Lithophilic,14
14015,See3,42.51073,-83.4304,2022-06-15,Fathead Minnow,27,2022,6,15,Omnivores,14
14016,See3,42.51073,-83.4304,2022-06-15,Fathead Minnow,27,2022,6,15,Tolerant,14
14017,See3,42.51073,-83.4304,2022-06-15,Northern Redbelly Dace,1,2022,6,15,,14
14018,See3,42.51073,-83.4304,2022-06-15,Blacknose Dace,24,2022,6,15,Omnivores,14
14019,See3,42.51073,-83.4304,2022-06-15,Blacknose Dace,24,2022,6,15,Tolerant,14
14020,See3,42.51073,-83.4304,2022-06-15,Blacknose Dace,24,2022,6,15,Lithophilic,14
14021,See3,42.51073,-83.4304,2022-06-15,Creek Chub,9,2022,6,15,Omnivores,14
14022,See3,42.51073,-83.4304,2022-06-15,Creek Chub,9,2022,6,15,Tolerant,14
14023,See3,42.51073,-83.4304,2022-06-15,White Sucker,3,2022,6,15,Omnivores,14
14024,See3,42.51073,-83.4304,2022-06-15,White Sucker,3,2022,6,15,Tolerant,14
14025,See3,42.51073,-83.4304,2022-06-15,White Sucker,3,2022,6,15,Lithophilic,14
14026,See3,42.51073,-83.4304,2022-06-15,White Sucker,3,2022,6,15,Sucker,14
14027,See3,42.51073,-83.4304,2022-06-15,Black Bullhead,1,2022,6,15,Omnivores,14
14028,See3,42.51073,-83.4304,2022-06-15,Central Mudminnow,1,2022,6,15,Omnivores,14
14029,See3,42.51073,-83.4304,2022-06-15,Central Mudminnow,1,2022,6,15,Tolerant,14
14030,See3,42.51073,-83.4304,2022-06-15,Brook Stickleback,1,2022,6,15,Insectivores,14
14031,See3,42.51073,-83.4304,2022-06-15,Bluegill,1,2022,6,15,Insectivores,14
14032,See3,42.51073,-83.4304,2022-06-15,Bluegill,1,2022,6,15,Sunfish,14
14033,See3,42.51073,-83.4304,2022-06-15,Johnny Darter,5,2022,6,15,Insectivores,14
14034,See3,42.51073,-83.4304,2022-06-15,Johnny Darter,5,2022,6,15,Tolerant,14
14035,See3,42.51073,-83.4304,2022-06-15,Johnny Darter,5,2022,6,15,Darter,14
14036,See3,42.51073,-83.4304,2022-06-15,Central Stoneroller,2,2022,6,15,,14
14037,See3,42.51073,-83.4304,2022-06-15,Common Shiner,21,2022,6,15,Insectivores,14
14038,See3,42.51073,-83.4304,2022-06-15,Common Shiner,21,2022,6,15,Lithophilic,14
14039,See3,42.51073,-83.4304,2022-06-15,Fathead Minnow,11,2022,6,15,Omnivores,14
14040,See3,42.51073,-83.4304,2022-06-15,Fathead Minnow,11,2022,6,15,Tolerant,14
14041,See3,42.51073,-83.4304,2022-06-15,Blacknose Dace,18,2022,6,15,Omnivores,14
14042,See3,42.51073,-83.4304,2022-06-15,Blacknose Dace,18,2022,6,15,Tolerant,14
14043,See3,42.51073,-83.4304,2022-06-15,Blacknose Dace,18,2022,6,15,Lithophilic,14
14044,See3,42.51073,-83.4304,2022-06-15,Creek Chub,17,2022,6,15,Omnivores,14
14045,See3,42.51073,-83.4304,2022-06-15,Creek Chub,17,2022,6,15,Tolerant,14
14046,See3,42.51073,-83.4304,2022-06-15,White Sucker,5,2022,6,15,Omnivores,14
14047,See3,42.51073,-83.4304,2022-06-15,White Sucker,5,2022,6,15,Tolerant,14
14048,See3,42.51073,-83.4304,2022-06-15,White Sucker,5,2022,6,15,Lithophilic,14
14049,See3,42.51073,-83.4304,2022-06-15,White Sucker,5,2022,6,15,Sucker,14
14050,See3,42.51073,-83.4304,2022-06-15,Central Mudminnow,1,2022,6,15,Omnivores,14
14051,See3,42.51073,-83.4304,2022-06-15,Central Mudminnow,1,2022,6,15,Tolerant,14
14052,See3,42.51073,-83.4304,2022-06-15,Mottled Sculpin,1,2022,6,15,Intolerant,14
14053,See3,42.51073,-83.4304,2022-06-15,Mottled Sculpin,1,2022,6,15,Insectivores,14
14054,See3,42.51073,-83.4304,2022-06-15,Green Sunfish,2,2022,6,15,Insectivores,14
14055,See3,42.51073,-83.4304,2022-06-15,Green Sunfish,2,2022,6,15,Tolerant,14
14056,See3,42.51073,-83.4304,2022-06-15,Green Sunfish,2,2022,6,15,Sunfish,14
14057,See3,42.51073,-83.4304,2022-06-15,Bluegill,2,2022,6,15,Insectivores,14
14058,See3,42.51073,-83.4304,2022-06-15,Bluegill,2,2022,6,15,Sunfish,14
14059,See3,42.51073,-83.4304,2022-06-15,Johnny Darter,3,2022,6,15,Insectivores,14
14060,See3,42.51073,-83.4304,2022-06-15,Johnny Darter,3,2022,6,15,Tolerant,14
14061,See3,42.51073,-83.4304,2022-06-15,Johnny Darter,3,2022,6,15,Darter,14
14062,Main5,42.52219,-83.24692,2022-06-23,Central Stoneroller,8,2022,6,23,,12
14063,Main5,42.52219,-83.24692,2022-06-23,Common Carp,2,2022,6,23,Omnivores,12
14064,Main5,42.52219,-83.24692,2022-06-23,Common Carp,2,2022,6,23,Tolerant,12
14065,Main5,42.52219,-83.24692,2022-06-23,Common Shiner,32,2022,6,23,Insectivores,12
14066,Main5,42.52219,-83.24692,2022-06-23,Common Shiner,32,2022,6,23,Lithophilic,12
14067,Main5,42.52219,-83.24692,2022-06-23,Bluntnose Minnow,1,2022,6,23,Omnivores,12
14068,Main5,42.52219,-83.24692,2022-06-23,Bluntnose Minnow,1,2022,6,23,Tolerant,12
14069,Main5,42.52219,-83.24692,2022-06-23,Creek Chub,2,2022,6,23,Omnivores,12
14070,Main5,42.52219,-83.24692,2022-06-23,Creek Chub,2,2022,6,23,Tolerant,12
14071,Main5,42.52219,-83.24692,2022-06-23,White Sucker,19,2022,6,23,Omnivores,12
14072,Main5,42.52219,-83.24692,2022-06-23,White Sucker,19,2022,6,23,Tolerant,12
14073,Main5,42.52219,-83.24692,2022-06-23,White Sucker,19,2022,6,23,Lithophilic,12
14074,Main5,42.52219,-83.24692,2022-06-23,White Sucker,19,2022,6,23,Sucker,12
14075,Main5,42.52219,-83.24692,2022-06-23,Stonecat,4,2022,6,23,Intolerant,12
14076,Main5,42.52219,-83.24692,2022-06-23,Stonecat,4,2022,6,23,Insectivores,12
14077,Main5,42.52219,-83.24692,2022-06-23,Rock Bass,4,2022,6,23,Intolerant,12
14078,Main5,42.52219,-83.24692,2022-06-23,Rock Bass,4,2022,6,23,Piscivores,12
14079,Main5,42.52219,-83.24692,2022-06-23,Rock Bass,4,2022,6,23,Sunfish,12
14080,Main5,42.52219,-83.24692,2022-06-23,Bluegill,3,2022,6,23,Insectivores,12
14081,Main5,42.52219,-83.24692,2022-06-23,Bluegill,3,2022,6,23,Sunfish,12
14082,Main5,42.52219,-83.24692,2022-06-23,Sunfish Hybrid,1,2022,6,23,,12
14083,Main5,42.52219,-83.24692,2022-06-23,Blackside Darter,1,2022,6,23,Insectivores,12
14084,Main5,42.52219,-83.24692,2022-06-23,Blackside Darter,1,2022,6,23,Lithophilic,12
14085,Main5,42.52219,-83.24692,2022-06-23,Blackside Darter,1,2022,6,23,Darter,12
14086,Main5,42.52219,-83.24692,2022-06-23,Johnny Darter,2,2022,6,23,Insectivores,12
14087,Main5,42.52219,-83.24692,2022-06-23,Johnny Darter,2,2022,6,23,Tolerant,12
14088,Main5,42.52219,-83.24692,2022-06-23,Johnny Darter,2,2022,6,23,Darter,12
14089,MN-2,42.399722,-83.271389,2022-06-23,White Sucker,32,2022,6,23,Omnivores,4
14090,MN-2,42.399722,-83.271389,2022-06-23,White Sucker,32,2022,6,23,Tolerant,4
14091,MN-2,42.399722,-83.271389,2022-06-23,White Sucker,32,2022,6,23,Lithophilic,4
14092,MN-2,42.399722,-83.271389,2022-06-23,White Sucker,32,2022,6,23,Sucker,4
14093,MN-2,42.399722,-83.271389,2022-06-23,Pumpkinseed,1,2022,6,23,Insectivores,4
14094,MN-2,42.399722,-83.271389,2022-06-23,Pumpkinseed,1,2022,6,23,Sunfish,4
14095,MN-2,42.399722,-83.271389,2022-06-23,Blackside Darter,1,2022,6,23,Insectivores,4
14096,MN-2,42.399722,-83.271389,2022-06-23,Blackside Darter,1,2022,6,23,Lithophilic,4
14097,MN-2,42.399722,-83.271389,2022-06-23,Blackside Darter,1,2022,6,23,Darter,4
14098,MN-2,42.399722,-83.271389,2022-06-23,White Sucker,131,2022,6,23,Omnivores,4
14099,MN-2,42.399722,-83.271389,2022-06-23,White Sucker,131,2022,6,23,Tolerant,4
14100,MN-2,42.399722,-83.271389,2022-06-23,White Sucker,131,2022,6,23,Lithophilic,4
14101,MN-2,42.399722,-83.271389,2022-06-23,White Sucker,131,2022,6,23,Sucker,4
14102,MN-2,42.399722,-83.271389,2022-06-23,Sunfish Hybrid,1,2022,6,23,,4
14103,MN-2,42.399722,-83.271389,2022-06-23,Blackside Darter,1,2022,6,23,Insectivores,4
14104,MN-2,42.399722,-83.271389,2022-06-23,Blackside Darter,1,2022,6,23,Lithophilic,4
14105,MN-2,42.399722,-83.271389,2022-06-23,Blackside Darter,1,2022,6,23,Darter,4
14106,Bell4,42.40327,-83.36237,2022-06-17,Common Shiner,3,2022,6,17,Insectivores,8
14107,Bell4,42.40327,-83.36237,2022-06-17,Common Shiner,3,2022,6,17,Lithophilic,8
14108,Bell4,42.40327,-83.36237,2022-06-17,Bluntnose Minnow,25,2022,6,17,Omnivores,8
14109,Bell4,42.40327,-83.36237,2022-06-17,Bluntnose Minnow,25,2022,6,17,Tolerant,8
14110,Bell4,42.40327,-83.36237,2022-06-17,Fathead Minnow,36,2022,6,17,Omnivores,8
14111,Bell4,42.40327,-83.36237,2022-06-17,Fathead Minnow,36,2022,6,17,Tolerant,8
14112,Bell4,42.40327,-83.36237,2022-06-17,Blacknose Dace,1,2022,6,17,Omnivores,8
14113,Bell4,42.40327,-83.36237,2022-06-17,Blacknose Dace,1,2022,6,17,Tolerant,8
14114,Bell4,42.40327,-83.36237,2022-06-17,Blacknose Dace,1,2022,6,17,Lithophilic,8
14115,Bell4,42.40327,-83.36237,2022-06-17,Creek Chub,4,2022,6,17,Omnivores,8
14116,Bell4,42.40327,-83.36237,2022-06-17,Creek Chub,4,2022,6,17,Tolerant,8
14117,Bell4,42.40327,-83.36237,2022-06-17,White Sucker,2,2022,6,17,Omnivores,8
14118,Bell4,42.40327,-83.36237,2022-06-17,White Sucker,2,2022,6,17,Tolerant,8
14119,Bell4,42.40327,-83.36237,2022-06-17,White Sucker,2,2022,6,17,Lithophilic,8
14120,Bell4,42.40327,-83.36237,2022-06-17,White Sucker,2,2022,6,17,Sucker,8
14121,Bell4,42.40327,-83.36237,2022-06-17,Pumpkinseed,5,2022,6,17,Insectivores,8
14122,Bell4,42.40327,-83.36237,2022-06-17,Pumpkinseed,5,2022,6,17,Sunfish,8
14123,Bell4,42.40327,-83.36237,2022-06-17,Johnny Darter,41,2022,6,17,Insectivores,8
14124,Bell4,42.40327,-83.36237,2022-06-17,Johnny Darter,41,2022,6,17,Tolerant,8
14125,Bell4,42.40327,-83.36237,2022-06-17,Johnny Darter,41,2022,6,17,Darter,8
14126,Tar2,42.441084,-83.38423,2022-06-17,Common Shiner,38,2022,6,17,Insectivores,8
14127,Tar2,42.441084,-83.38423,2022-06-17,Common Shiner,38,2022,6,17,Lithophilic,8
14128,Tar2,42.441084,-83.38423,2022-06-17,Bluntnose Minnow,5,2022,6,17,Omnivores,8
14129,Tar2,42.441084,-83.38423,2022-06-17,Bluntnose Minnow,5,2022,6,17,Tolerant,8
14130,Tar2,42.441084,-83.38423,2022-06-17,Blacknose Dace,40,2022,6,17,Omnivores,8
14131,Tar2,42.441084,-83.38423,2022-06-17,Blacknose Dace,40,2022,6,17,Tolerant,8
14132,Tar2,42.441084,-83.38423,2022-06-17,Blacknose Dace,40,2022,6,17,Lithophilic,8
14133,Tar2,42.441084,-83.38423,2022-06-17,Creek Chub,65,2022,6,17,Omnivores,8
14134,Tar2,42.441084,-83.38423,2022-06-17,Creek Chub,65,2022,6,17,Tolerant,8
14135,Tar2,42.441084,-83.38423,2022-06-17,White Sucker,1,2022,6,17,Omnivores,8
14136,Tar2,42.441084,-83.38423,2022-06-17,White Sucker,1,2022,6,17,Tolerant,8
14137,Tar2,42.441084,-83.38423,2022-06-17,White Sucker,1,2022,6,17,Lithophilic,8
14138,Tar2,42.441084,-83.38423,2022-06-17,White Sucker,1,2022,6,17,Sucker,8
14139,Tar2,42.441084,-83.38423,2022-06-17,Pumpkinseed,6,2022,6,17,Insectivores,8
14140,Tar2,42.441084,-83.38423,2022-06-17,Pumpkinseed,6,2022,6,17,Sunfish,8
14141,Tar2,42.441084,-83.38423,2022-06-17,Bluegill,9,2022,6,17,Insectivores,8
14142,Tar2,42.441084,-83.38423,2022-06-17,Bluegill,9,2022,6,17,Sunfish,8
14143,Tar2,42.441084,-83.38423,2022-06-17,Johnny Darter,7,2022,6,17,Insectivores,8
14144,Tar2,42.441084,-83.38423,2022-06-17,Johnny Darter,7,2022,6,17,Tolerant,8
14145,Tar2,42.441084,-83.38423,2022-06-17,Johnny Darter,7,2022,6,17,Darter,8
14146,Fel6,42.328188,-83.532192,2022-06-13,Fathead Minnow,8,2022,6,13,Omnivores,6
14147,Fel6,42.328188,-83.532192,2022-06-13,Fathead Minnow,8,2022,6,13,Tolerant,6
14148,Fel6,42.328188,-83.532192,2022-06-13,Blacknose Dace,2,2022,6,13,Omnivores,6
14149,Fel6,42.328188,-83.532192,2022-06-13,Blacknose Dace,2,2022,6,13,Tolerant,6
14150,Fel6,42.328188,-83.532192,2022-06-13,Blacknose Dace,2,2022,6,13,Lithophilic,6
14151,Fel6,42.328188,-83.532192,2022-06-13,Creek Chub,12,2022,6,13,Omnivores,6
14152,Fel6,42.328188,-83.532192,2022-06-13,Creek Chub,12,2022,6,13,Tolerant,6
14153,Fel6,42.328188,-83.532192,2022-06-13,Common Shiner,4,2022,6,13,Insectivores,6
14154,Fel6,42.328188,-83.532192,2022-06-13,Common Shiner,4,2022,6,13,Lithophilic,6
14155,Fel6,42.328188,-83.532192,2022-06-13,White Sucker,1,2022,6,13,Omnivores,6
14156,Fel6,42.328188,-83.532192,2022-06-13,White Sucker,1,2022,6,13,Tolerant,6
14157,Fel6,42.328188,-83.532192,2022-06-13,White Sucker,1,2022,6,13,Lithophilic,6
14158,Fel6,42.328188,-83.532192,2022-06-13,White Sucker,1,2022,6,13,Sucker,6
14159,Fel6,42.328188,-83.532192,2022-06-13,Green Sunfish,7,2022,6,13,Insectivores,6
14160,Fel6,42.328188,-83.532192,2022-06-13,Green Sunfish,7,2022,6,13,Tolerant,6
14161,Fel6,42.328188,-83.532192,2022-06-13,Green Sunfish,7,2022,6,13,Sunfish,6
14162,Ton3,42.334626,-83.418158,2022-06-14,Common Shiner,7,2022,6,14,Insectivores,8
14163,Ton3,42.334626,-83.418158,2022-06-14,Common Shiner,7,2022,6,14,Lithophilic,8
14164,Ton3,42.334626,-83.418158,2022-06-14,Fathead Minnow,5,2022,6,14,Omnivores,8
14165,Ton3,42.334626,-83.418158,2022-06-14,Fathead Minnow,5,2022,6,14,Tolerant,8
14166,Ton3,42.334626,-83.418158,2022-06-14,Blacknose Dace,6,2022,6,14,Omnivores,8
14167,Ton3,42.334626,-83.418158,2022-06-14,Blacknose Dace,6,2022,6,14,Tolerant,8
14168,Ton3,42.334626,-83.418158,2022-06-14,Blacknose Dace,6,2022,6,14,Lithophilic,8
